Colonia;Habitaciones;Garages;Suites;Area;Valor;Condominio;Impuesto
Santa Fe;3;2;1;104;9800.0;4371.5;0.0
Condesa;2;1;0;80;9450.0;3500.0;280.0
Narvarte;4;1;1;128;8050.0;2590.0;420.0
San Miguel Chapultepec;2;0;0;80;8050.0;1050.0;0.0
Condesa;2;0;0;80;7700.0;2625.0;297.5
San Miguel Chapultepec;2;1;0;80;6650.0;2100.0;2047.5
Narvarte;2;1;0;85;7000.0;2100.0;0.0
Condesa;2;0;0;80;10325.0;2730.0;70.0
Santa Fe;2;1;1;76;7350.0;4900.0;315.0
Centro Histórico;2;0;0;80;4550.0;1788.5;0.0
Narvarte;2;1;0;72;5600.0;2450.0;87.5
Santa Fe;2;1;1;82;8750.0;3500.0;700.0
Roma;2;0;0;75;7700.0;1680.0;311.5
Narvarte;3;1;0;94;7000.0;2432.5;336.0
Narvarte;3;1;1;110;8750.0;2800.0;0.0
San Miguel Chapultepec;2;1;0;75;4865.0;2625.0;143.5
Chapultepec;2;1;1;85;7350.0;1750.0;4637.5
San Pedro de los Pinos;2;0;0;79;9100.0;2513.0;276.5
Condesa;3;0;0;149;7000.0;3115.0;182.0
Napoles;3;0;0;124;9800.0;4725.0;630.0
Napoles;2;0;0;75;8050.0;3073.0;0.0
Condesa;3;1;0;100;10150.0;4200.0;0.0
Santa Fe;2;1;1;95;9100.0;4970.0;696.5
Narvarte;2;1;1;82;9100.0;2978.5;0.0
Santa Fe;3;1;1;75;5600.0;3346.0;3500.0
Condesa;3;0;0;136;10150.0;5267.5;350.0
Las Águilas;2;1;0;85;4550.0;2380.0;87.5
Santa Fe;3;2;1;120;10150.0;5250.0;1085.0
Bosques de las Lomas;3;0;1;72;9800.0;3325.0;0.0
Ciudad de los Deportes;3;0;0;80;3500.0;630.0;45.5
Santa Fe;3;2;1;76;8750.0;2520.0;217.0
Condesa;3;1;0;148;9100.0;5005.0;0.0
Santa Fe;2;1;1;80;10150.0;4200.0;0.0
Santa Fe;2;1;1;75;8575.0;3430.0;416.5
Polanco;2;1;1;85;8750.0;5250.0;360.5
San Jerónimo;2;0;0;75;7000.0;1645.0;280.0
Santa Fe;2;1;1;93;10150.0;3640.0;976.5
Narvarte;3;1;0;89;8750.0;2100.0;206.5
Del Valle;3;1;0;99;8750.0;3339.0;504.0
Santa Fe;2;1;1;88;8050.0;4427.5;598.5
Santa Fe;2;1;1;90;6300.0;6118.0;0.0
Nativitas;2;1;0;86;8680.0;2100.0;0.0
Iztacalco;2;2;0;90;4550.0;1893.5;0.0
Condesa;2;2;1;80;9800.0;2695.0;105.0
Condesa;2;0;1;100;9800.0;3325.0;700.0
Santa Fe;2;1;1;76;5950.0;3150.0;0.0
Condesa;2;1;0;76;8750.0;2660.0;570.5
Centro Histórico;3;0;1;80;5075.0;2800.0;227.5
Narvarte;2;0;0;106;5600.0;2345.0;455.0
Santa Fe;3;1;1;75;9450.0;2625.0;283.5
Roma;2;1;0;80;7000.0;4567.5;5250.0
Santa Fe;2;1;1;75;8750.0;2100.0;654.5
Del Valle;3;0;0;90;9100.0;2555.0;0.0
Condesa;3;1;0;91;10150.0;3955.0;749.0
Roma;2;0;0;90;7700.0;1785.0;315.0
Santa Fe;3;2;1;242;9975.0;8050.0;1323.0
Mixcoac;2;1;1;100;4200.0;3150.0;420.0
Narvarte;2;1;1;74;4200.0;1750.0;0.0
Narvarte;3;0;0;75;5600.0;2380.0;322.0
Narvarte;2;1;1;100;9100.0;2275.0;0.0
Narvarte;2;0;0;82;5600.0;1295.0;0.0
La Virgen;2;0;0;72;3500.0;700.0;45.5
Narvarte;2;0;0;75;4200.0;3087.0;245.0
Narvarte;3;0;1;153;5600.0;1988.0;448.0
Condesa;2;0;0;75;9800.0;3500.0;525.0
Narvarte;3;1;1;90;6650.0;3850.0;294.0
Condesa;2;0;0;73;9450.0;3902.5;0.0
Santa Fe;2;1;2;82;7000.0;2800.0;0.0
Narvarte;2;1;1;82;8050.0;3850.0;0.0
Narvarte;2;1;1;89;7000.0;2117.5;77.0
Roma Norte;3;1;1;89;5600.0;2593.5;133.0
Santa Fe;2;1;1;74;6650.0;4165.0;752.5
Narvarte;3;0;0;90;4200.0;2898.0;0.0
Roma;3;1;1;130;9275.0;4375.0;770.0
Condesa;3;0;0;110;9450.0;3325.0;70.0
San Miguel Chapultepec;2;1;0;75;7000.0;1750.0;378.0
Santa Fe;3;1;1;92;8050.0;2100.0;532.0
Narvarte;3;0;0;115;6300.0;1400.0;588.0
Narvarte;3;0;0;96;8750.0;2499.0;3150.0
Iztacalco;2;1;0;75;2800.0;1102.5;245.0
Narvarte;3;2;0;140;8400.0;3395.0;0.0
Polanco;3;1;0;90;8050.0;3720.5;763.0
Roma;2;1;0;71;9450.0;2450.0;266.0
Santa Fe;3;1;1;107;8750.0;4368.0;1148.0
Santa Fe;3;2;1;110;9450.0;4725.0;87.5
San Rafael;2;1;0;82;6650.0;2523.5;360.5
Condesa;2;0;0;115;8750.0;4592.0;73.5
Santa Fe;2;1;2;80;8050.0;3430.0;609.0
Narvarte;2;1;0;81;7000.0;3325.0;0.0
Narvarte;2;1;1;126;7700.0;3027.5;535.5
Del Valle;3;0;1;127;8400.0;3920.0;0.0
Condesa;3;0;0;160;9800.0;4354.0;0.0
Nueva Santa María;3;1;0;90;4200.0;2030.0;70.0
Narvarte;3;2;1;104;7700.0;2842.0;0.0
Condesa;3;0;1;94;5950.0;4760.0;696.5
San Miguel Chapultepec;2;2;1;91;6300.0;2450.0;280.0
San Rafael;2;1;1;100;8750.0;3416.0;801.5
Narvarte;3;1;1;125;8050.0;3412.5;595.0
Narvarte;2;0;1;80;6300.0;2100.0;0.0
Santa Fe;2;2;2;85;9800.0;9800.0;1400.0
Condesa;2;0;0;80;10150.0;2660.0;630.0
Narvarte;2;0;0;80;4900.0;2975.0;0.0
Polanco;3;1;0;95;10150.0;3857.0;0.0
Narvarte;3;0;0;91;7350.0;2502.5;276.5
Napoles;2;0;0;83;8400.0;2058.0;388.5
Santa Fe;2;1;2;90;9100.0;4900.0;1050.0
Narvarte;3;1;0;96;7000.0;3360.0;3668.0
Santa Fe;2;1;1;80;8400.0;4200.0;0.0
Santa Fe;2;1;1;77;8750.0;2800.0;525.0
Peralvillo;2;1;0;73;4550.0;2450.0;2747.5
Condesa;2;0;0;80;9450.0;2100.0;0.0
Santa Fe;3;1;1;72;7700.0;2310.0;385.0
Narvarte;2;1;0;76;6300.0;2971.5;367.5
Narvarte;3;0;1;111;8050.0;2520.0;0.0
Coyoacán;3;0;1;130;8750.0;3958.5;0.0
Narvarte;3;1;1;115;6650.0;2740.5;364.0
Santa Fe;3;2;1;105;10150.0;6310.5;857.5
Condesa;3;1;0;103;7000.0;4200.0;700.0
Condesa;3;0;0;100;9450.0;3237.5;532.0
Narvarte;3;1;1;117;6650.0;2856.0;0.0
Narvarte;2;0;0;78;4900.0;2905.0;234.5
Narvarte;3;0;0;83;4865.0;2275.0;280.0
Arboledas;3;0;0;81;4200.0;945.0;0.0
El Contadero;3;1;0;78;7000.0;1225.0;290.5
Condesa;3;0;0;106;7700.0;3108.0;560.0
Santa Fe;2;1;1;81;6650.0;4375.0;245.0
Del Valle;2;1;0;90;9275.0;2100.0;353.5
Santa Fe;2;1;1;80;7875.0;3818.5;717.5
Lomas de Chapultepec;2;1;1;105;9450.0;6650.0;1400.0
Santa Fe;2;1;1;100;8050.0;5873.0;8750.0
Juárez;2;1;0;81;8050.0;1855.0;462.0
Narvarte;2;1;0;79;5600.0;2450.0;283.5
Condesa;3;0;0;110;10150.0;4900.0;350.0
Arboledas;3;1;1;182;6300.0;4924.5;630.0
Nativitas;2;0;0;71;3850.0;1123.5;0.0
Narvarte;2;1;1;98;9800.0;3150.0;385.0
Condesa;3;0;1;110;9800.0;1750.0;395.5
Iztacalco;3;1;0;96;4900.0;1925.0;175.0
Del Valle;3;1;0;120;9800.0;3850.0;0.0
San Miguel Chapultepec;2;1;0;72;5250.0;2730.0;266.0
Villa de Cortés;2;0;0;80;2450.0;1260.0;0.0
Santa Fe;2;1;1;76;7350.0;4900.0;315.0
Narvarte;2;1;1;78;7696.5;2054.5;0.0
Del Valle;3;1;0;96;9450.0;2817.5;0.0
Del Valle;2;1;0;81;7350.0;4301.5;0.0
Narvarte;2;1;1;74;5250.0;3080.0;0.0
Santa Fe;3;1;3;80;9800.0;4550.0;490.0
Narvarte;2;1;1;75;6300.0;2450.0;0.0
Santa Fe;2;1;1;80;9100.0;4847.5;654.5
Roma;2;1;1;86;10150.0;3325.0;0.0
Santa Fe;2;1;1;100;8400.0;3244.5;0.0
Doctores;2;0;0;80;3500.0;1697.5;0.0
Condesa;3;0;0;110;9450.0;3500.0;87.5
Santa Fe;3;2;1;100;8750.0;5320.0;1225.0
Narvarte;3;0;0;92;7000.0;2908.5;0.0
Condesa;2;0;0;80;9800.0;1606.5;619.5
Narvarte;3;0;1;126;9800.0;2800.0;686.0
Roma;2;1;0;74;10150.0;3325.0;490.0
Condesa;2;0;0;75;10150.0;2975.0;525.0
Narvarte;2;1;1;119;8750.0;4200.0;0.0
Santa Fe;3;2;1;112;10325.0;5015.5;1165.5
La Florida;3;1;1;75;4900.0;2275.0;0.0
Narvarte;2;1;1;116;9100.0;2975.0;0.0
Narvarte;3;1;0;129;5600.0;2975.0;406.0
Narvarte;2;0;0;80;4200.0;2030.0;0.0
Narvarte;3;2;1;92;6650.0;3150.0;0.0
Santa Fe;2;0;1;85;8750.0;7000.0;1046.5
Santa Fe;3;2;2;100;9800.0;4900.0;735.0
Santa Fe;2;1;1;84;7700.0;6076.0;910.0
Condesa;2;0;0;82;9975.0;2275.0;525.0
Santa Fe;3;1;1;90;6300.0;3255.0;819.0
Santa Fe;2;1;0;80;8050.0;3430.0;602.0
Roma;3;0;0;85;8750.0;1064.0;0.0
San Miguel Chapultepec;2;2;0;145;8750.0;4672.5;696.5
Nativitas;3;0;0;73;3150.0;945.0;0.0
Narvarte;2;1;0;160;8750.0;4025.0;0.0
Condesa;2;1;1;81;8050.0;3790.5;0.0
Santa Fe;2;1;1;84;8750.0;5950.0;931.0
Narvarte;3;2;1;110;6650.0;3594.5;0.0
Napoles;2;0;0;75;9450.0;3073.0;0.0
Santa Fe;3;1;1;90;8750.0;4550.0;343.0
Santa Fe;3;2;1;86;8750.0;3850.0;941.5
Chapultepec;3;2;1;110;8050.0;2156.0;525.0
Peralvillo;3;2;2;152;6650.0;4028.5;6972.0
Narvarte;2;1;0;75;5250.0;2233.0;0.0
Peralvillo;2;1;0;96;5250.0;1750.0;2849.0
Narvarte;3;2;1;85;6300.0;2649.5;227.5
Santa Fe;3;2;1;120;10150.0;4480.0;1365.0
Condesa;2;0;0;72;7350.0;4375.0;490.0
San Miguel Chapultepec;2;0;0;77;4900.0;2275.0;1400.0
Santa Fe;2;1;1;85;6300.0;4539.5;374.5
Juárez;2;1;1;75;8050.0;2537.5;402.5
Peralvillo;3;1;1;75;5250.0;2065.0;0.0
Condesa;2;0;0;80;9450.0;2170.0;525.0
San Miguel Chapultepec;2;0;0;74;5075.0;840.0;77.0
Condesa;3;1;1;95;7700.0;4655.0;591.5
Del Valle;2;1;1;76;9450.0;3447.5;0.0
Santa Fe;2;1;1;72;4900.0;2450.0;199.5
Polanco;2;2;1;74;10325.0;4980.5;882.0
Narvarte;2;1;0;71;7350.0;2450.0;84.0
Nueva Santa María;2;1;1;90;5250.0;2656.5;3850.0
Santa Fe;3;2;1;90;9450.0;5250.0;1155.0
San Ángel;2;1;0;86;10465.0;1813.0;843.5
El Contadero;3;4;0;100;8050.0;1774.5;399.0
San Rafael;2;1;1;80;4725.0;2450.0;371.0
Narvarte;3;0;1;88;7350.0;3080.0;0.0
Santa Fe;3;2;2;85;9800.0;3335.5;654.5
Roma;3;0;1;80;8400.0;2275.0;399.0
San Miguel Chapultepec;3;1;0;77;5250.0;2341.5;269.5
Juárez;2;0;0;71;7700.0;2625.0;381.5
Napoles;2;0;0;75;9100.0;2660.0;479.5
Santa Fe;3;2;3;112;4900.0;4900.0;3150.0
Del Valle;3;1;0;90;7700.0;2240.0;413.0
Narvarte;2;0;0;80;6300.0;1050.0;332.5
El Contadero;2;0;0;87;4025.0;1995.0;0.0
Villa de Guadalupe;3;2;1;75;6650.0;2845.5;290.5
Narvarte;2;0;0;72;8750.0;1925.0;315.0
San Miguel Chapultepec;4;2;1;78;9100.0;2450.0;0.0
Narvarte;3;1;1;110;8750.0;2800.0;0.0
Santa Fe;2;2;1;174;8050.0;5600.0;1575.0
Narvarte;3;2;1;99;6300.0;3850.0;0.0
Condesa;2;0;0;75;9800.0;1925.0;245.0
Santa Fe;2;1;1;90;9625.0;4550.0;539.0
Santa Fe;3;2;1;122;9100.0;5950.0;1029.0
Del Valle;3;1;0;124;10150.0;4147.5;0.0
Narvarte;3;1;1;129;5530.0;3255.0;406.0
Santa Fe;2;1;1;78;4200.0;3846.5;521.5
Condesa;2;1;0;75;9065.0;2800.0;0.0
Narvarte;3;0;0;72;5600.0;1711.5;84.0
Peralvillo;3;1;1;80;3500.0;3377.5;311.5
Condesa;3;0;0;99;8050.0;2275.0;248.5
El Contadero;2;1;0;80;7000.0;2100.0;0.0
Juárez;2;0;1;75;7350.0;2537.5;0.0
Santa Fe;2;2;1;78;9800.0;4550.0;4900.0
Narvarte;2;0;0;76;5075.0;1155.0;70.0
San Rafael;2;1;0;92;5950.0;2450.0;0.0
Santa Fe;2;1;1;77;7000.0;3003.0;490.0
Santa Fe;3;1;1;131;9800.0;4900.0;14052.5
Roma Norte;3;1;0;90;8050.0;2723.0;227.5
Santa Fe;2;1;1;78;5250.0;4021.5;549.5
Santa Fe;2;1;1;76;9800.0;3500.0;731.5
Santa Fe;2;1;1;90;7000.0;5600.0;700.0
La Condesa;2;0;0;77;7000.0;2667.0;315.0
La Florida;2;1;0;77;4900.0;1680.0;444.5
Condesa;3;0;0;116;7350.0;4130.0;826.0
Santa Fe;2;1;1;80;9800.0;4536.0;0.0
Villa de Cortés;3;0;0;100;4200.0;1400.0;0.0
San Rafael;2;1;0;75;5250.0;1995.0;0.0
Santa Fe;3;2;2;115;9800.0;5600.0;899.5
Santa Fe;3;2;1;180;8750.0;9450.0;1613.5
Narvarte;3;1;1;78;8050.0;2054.5;0.0
Santa Fe;3;2;3;120;10150.0;4515.0;350.0
Roma;3;0;1;128;9800.0;3724.0;0.0
Condesa;2;1;0;78;8750.0;2957.5;476.0
Narvarte;2;1;1;71;8400.0;3010.0;409.5
Peralvillo;2;1;1;96;4550.0;1596.0;0.0
Del Valle;3;1;0;97;8400.0;3850.0;0.0
Santa Fe;2;1;1;72;5600.0;2250.5;210.0
Santa Fe;2;1;1;90;9100.0;2800.0;787.5
Villa de Cortés;2;1;0;100;4200.0;875.0;0.0
Condesa;2;0;0;80;7700.0;3675.0;612.5
Condesa;3;0;1;95;9450.0;4130.0;0.0
Condesa;3;0;0;122;9450.0;3083.5;0.0
Santa Fe;2;1;2;77;4900.0;4375.0;2502.5
Vallejo;2;1;0;88;3500.0;1907.5;0.0
San Jerónimo;2;0;0;71;9450.0;1137.5;514.5
Santa Fe;2;1;0;100;8750.0;4536.0;1039.5
Álvaro Obregón;2;0;0;80;3850.0;350.0;0.0
Nativitas;2;0;0;71;4550.0;2002.0;175.0
Roma Norte;2;1;0;88;3850.0;2425.5;112.0
Santa Fe;2;0;1;98;8750.0;5764.5;0.0
La Condesa;2;1;0;80;8400.0;2730.0;297.5
Barrio Bravo;2;1;0;78;3150.0;1470.0;0.0
Santa Fe;4;2;1;131;9800.0;5425.0;805.0
Santa Fe;2;1;0;75;4025.0;4060.0;0.0
San Rafael;2;1;0;74;3150.0;2275.0;0.0
Santa Fe;3;1;1;75;7000.0;2450.0;0.0
Del Valle;3;0;0;110;9100.0;2849.0;385.0
San Miguel Chapultepec;3;1;1;147;6300.0;2789.5;1057.0
Narvarte;2;0;0;80;5950.0;2730.0;77.0
Iztapalapa;2;2;1;110;7000.0;2100.0;532.0
Condesa;2;2;1;98;9800.0;3958.5;1081.5
Del Valle;3;0;0;95;9100.0;2901.5;0.0
Del Valle;3;1;0;150;8050.0;5950.0;973.0
Narvarte;3;2;1;128;9450.0;3675.0;0.0
Lindavista;3;0;0;120;2765.0;630.0;567.0
Narvarte;3;1;1;91;8050.0;2912.0;430.5
Santa Fe;3;1;1;75;7000.0;2450.0;0.0
San Pedro de los Pinos;2;1;0;73;10150.0;3241.0;0.0
Santa Fe;3;2;3;120;10150.0;4480.0;1365.0
Las Águilas;3;2;1;75;5950.0;2100.0;280.0
Narvarte;2;1;2;88;9800.0;2975.0;420.0
Santa Fe;2;2;1;76;9800.0;4725.0;4200.0
Del Valle;3;0;0;150;9800.0;4060.0;700.0
Santa Fe;2;0;0;79;10325.0;3500.0;605.5
Narvarte;2;0;1;90;8225.0;2975.0;350.0
Santa Fe;2;2;1;85;7525.0;3115.0;560.0
Narvarte;3;1;0;85;8750.0;3167.5;640.5
Roma;2;1;0;76;9275.0;2380.0;525.0
Peralvillo;3;1;2;100;8050.0;3479.0;0.0
Narvarte;3;2;1;109;8750.0;2597.0;367.5
San Pedro de los Pinos;2;0;0;85;7700.0;2702.0;399.0
Narvarte;3;0;0;96;6650.0;1799.0;318.5
Santa Fe;2;1;1;100;9800.0;5708.5;703.5
Santa Fe;2;1;1;88;9100.0;4900.0;4200.0
Narvarte;3;1;0;92;5600.0;2275.0;73.5
El Contadero;2;1;1;92;6650.0;1925.0;532.0
Santa Fe;3;1;3;83;9450.0;4375.0;420.0
San Miguel Chapultepec;3;1;1;100;7350.0;2800.0;798.0
Condesa;2;0;0;71;6650.0;4200.0;546.0
Lomas de Chapultepec;2;0;0;80;10325.0;3080.0;567.0
Condesa;2;0;0;75;7000.0;2275.0;283.5
Santa Fe;3;2;1;104;9450.0;4319.0;0.0
San Miguel Chapultepec;3;0;0;90;5600.0;1260.0;297.5
Santa Fe;2;1;1;100;8750.0;6135.5;875.0
Narvarte;3;0;1;170;8750.0;5950.0;0.0
Santa Fe;2;1;1;94;8750.0;6300.0;94.5
Condesa;3;1;0;86;5250.0;4340.0;0.0
Del Valle;3;1;0;100;9800.0;4900.0;875.0
Narvarte;3;2;0;160;9800.0;2800.0;350.0
Santa Fe;2;0;2;73;5600.0;5250.0;350.0
Santa Fe;2;1;1;79;9800.0;441.0;630.0
Santa Fe;2;1;1;100;8750.0;5712.0;819.0
Condesa;2;1;0;79;8750.0;2670.5;595.0
Lomas de Chapultepec;2;0;0;75;9800.0;2835.0;0.0
Narvarte;2;1;1;100;8750.0;3174.5;490.0
Narvarte;3;2;1;100;7350.0;1925.0;332.5
Santa Fe;2;1;1;72;8050.0;4200.0;843.5
Peralvillo;2;1;1;72;4550.0;1890.0;2100.0
Santa Fe;2;1;1;83;7000.0;4900.0;4550.0
Del Valle;2;0;0;80;7350.0;2450.0;385.0
Centro Histórico;3;0;0;100;3850.0;2173.5;0.0
Narvarte;3;2;1;148;9450.0;5250.0;742.0
Narvarte;3;1;0;110;6650.0;1795.5;504.0
Narvarte;3;1;1;79;5250.0;2520.0;0.0
Narvarte;3;1;1;102;5915.0;3395.0;462.0
Del Valle;2;0;0;98;7700.0;2831.5;0.0
Condesa;4;0;0;170;9800.0;4375.0;1211.0
Condesa;2;0;0;77;8750.0;2170.0;420.0
Condesa;3;0;0;85;9800.0;3360.0;420.0
Santa Fe;4;2;2;110;9800.0;6300.0;770.0
Santa Fe;2;1;2;77;5250.0;4200.0;2502.5
Santa Fe;2;1;1;90;9100.0;4865.0;0.0
Narvarte;4;2;1;153;8750.0;3342.5;861.0
Santa Fe;2;1;1;78;9800.0;3850.0;248.5
San Rafael;3;0;0;103;6300.0;2030.0;0.0
Ciudad de los Deportes;4;2;3;245;9450.0;4830.0;507.5
Santa Fe;2;1;1;90;9100.0;4550.0;682.5
San Miguel Chapultepec;3;0;1;100;7700.0;700.0;70.0
Narvarte;3;1;2;104;8750.0;3150.0;5880.0
Narvarte;3;2;1;110;6300.0;4900.0;465.5
San Miguel Chapultepec;2;1;1;75;10150.0;2030.0;350.0
Doctores;3;0;0;80;4900.0;1225.0;700.0
Santa Fe;2;1;0;80;8050.0;3500.0;420.0
Santa Fe;4;2;0;158;8750.0;5677.0;0.0
Santa Fe;3;2;3;110;8750.0;5201.0;0.0
Napoles;2;0;0;75;9450.0;3073.0;0.0
Santa Fe;3;2;1;104;9100.0;5950.0;700.0
Condesa;3;0;1;90;8750.0;4900.0;759.5
Narvarte;3;0;0;80;5110.0;1592.5;434.0
Condesa;3;0;0;120;7350.0;3724.0;1162.0
San Rafael;3;2;2;107;10150.0;3990.0;647.5
La Florida;3;1;1;73;4550.0;2677.5;294.0
Narvarte;3;0;0;72;3850.0;1533.0;80.5
Santa Fe;3;2;1;75;6300.0;3430.0;700.0
Narvarte;3;0;0;85;6300.0;3269.0;0.0
Santa Fe;2;1;1;80;7700.0;4130.0;0.0
Narvarte;3;2;1;100;7000.0;2751.0;630.0
Roma Norte;2;0;0;75;3850.0;1680.0;164.5
Narvarte;3;1;1;90;9100.0;3440.5;577.5
Roma;2;0;0;75;8400.0;1960.0;392.0
Condesa;2;0;0;72;9800.0;3500.0;3031.0
Santa Fe;2;1;1;85;9100.0;4200.0;1050.0
Santa Fe;3;1;1;79;8750.0;2765.0;140.0
Peralvillo;2;1;0;77;4550.0;1050.0;252.0
Narvarte;3;0;1;170;9975.0;6055.0;0.0
Arboledas;3;1;0;75;3500.0;2100.0;525.0
Santa Fe;2;1;0;80;5775.0;3500.0;738.5
Roma;2;1;0;78;9450.0;3458.0;465.5
Santa Fe;3;1;1;90;8750.0;5131.0;581.0
Santa Fe;3;1;2;93;8050.0;3010.0;0.0
San Miguel Chapultepec;2;1;1;76;5600.0;2800.0;0.0
Roma;2;0;0;84;8050.0;2380.0;616.0
Narvarte;2;0;0;83;5600.0;1785.0;0.0
Condesa;3;0;0;87;8575.0;2534.0;658.0
Ciudad de los Deportes;2;1;0;76;3080.0;1540.0;45.5
Narvarte;3;0;0;85;7000.0;2502.5;280.0
Condesa;2;0;0;90;7350.0;4242.0;658.0
Condesa;2;1;0;84;8750.0;2800.0;483.0
Narvarte;2;0;1;74;7000.0;1400.0;0.0
Santa Fe;3;2;1;129;8050.0;4200.0;630.0
Santa Fe;3;1;1;100;9100.0;5719.0;640.5
Narvarte;3;2;1;123;8750.0;4200.0;490.0
Santa Fe;2;1;1;73;5950.0;4242.0;409.5
Santa Fe;3;2;2;85;9800.0;3335.5;654.5
Narvarte;3;1;1;116;6650.0;4973.5;0.0
Del Valle;2;0;0;85;7000.0;2849.0;427.0
Del Valle;2;0;0;85;9100.0;1767.5;472.5
Lindavista;3;0;0;115;2765.0;630.0;1946.0
Santa Fe;3;0;1;135;10150.0;7000.0;0.0
Santa Fe;2;1;1;95;7700.0;2730.0;630.0
Narvarte;3;0;0;80;4900.0;2887.5;80.5
Roma Norte;2;0;0;75;4200.0;1610.0;105.0
Napoles;2;0;0;75;9450.0;3073.0;0.0
Bosques de las Lomas;2;1;1;71;9975.0;4480.0;1113.0
Santa Fe;2;1;1;88;8050.0;4714.5;0.0
Del Valle;3;1;0;137;10150.0;2800.0;0.0
Santa Fe;4;3;1;158;9450.0;5677.0;0.0
Condesa;2;1960;0;80;5600.0;3150.0;350.0
San Pedro de los Pinos;2;0;0;88;8400.0;2555.0;0.0
Santa Fe;2;1;1;78;5950.0;3150.0;455.0
Del Valle;3;0;0;100;4200.0;630.0;73.5
Napoles;3;1;1;100;7700.0;6650.0;595.0
Arboledas;2;1;0;81;4375.0;2096.5;45.5
San Miguel Chapultepec;3;2;1;180;8750.0;2975.0;11200.0
Santa Fe;2;2;1;174;7700.0;6300.0;0.0
Del Valle;3;0;0;111;8750.0;2684.5;0.0
Roma;2;0;0;73;8400.0;1610.0;161.0
San Miguel Chapultepec;2;0;0;80;5250.0;1729.0;297.5
Condesa;2;0;0;96;8750.0;3675.0;1190.0
Narvarte;3;1;1;87;7700.0;2975.0;0.0
Condesa;3;0;0;75;5600.0;4014.5;458.5
Condesa;3;0;0;90;10150.0;3430.0;525.0
Santa Fe;3;1;2;80;5950.0;3185.0;371.0
Santa Fe;2;1;2;84;8750.0;5414.5;0.0
Peralvillo;3;1;1;167;7350.0;4200.0;0.0
Condesa;3;0;1;150;9450.0;808.5;343.0
Del Valle;3;1;0;137;10150.0;2800.0;0.0
Ajusco;2;1;1;74;7700.0;4725.0;497.0
San Jerónimo;2;1;0;90;10150.0;2695.0;5967.5
Santa Fe;2;1;1;84;7875.0;4571.0;700.0
Del Valle;3;1;0;99;8050.0;2688.0;437.5
Santa Fe;2;1;1;74;8400.0;3258.5;553.0
Narvarte;2;1;0;80;6300.0;1575.0;336.0
Narvarte;2;0;0;84;5600.0;1050.0;0.0
Santa Fe;2;1;0;84;7700.0;4987.5;980.0
Peralvillo;3;1;1;102;6650.0;3619.0;497.0
Del Valle;3;1;1;130;9450.0;3850.0;836.5
Santa Fe;2;1;0;77;8750.0;2450.0;5250.0
Roma;3;0;1;84;8400.0;2761.5;549.5
Culhuacán CTM;2;1;0;78;2450.0;2068.5;0.0
Roma;2;0;0;79;7700.0;3083.5;385.0
Peralvillo;2;1;1;74;4200.0;2275.0;213.5
Narvarte;3;2;1;90;8750.0;2800.0;0.0
Ciudad de los Deportes;3;2;1;120;4900.0;875.0;0.0
Santa Fe;2;1;1;72;5250.0;3181.5;3920.0
Narvarte;3;1;0;90;7700.0;2100.0;290.5
Roma Norte;2;1;0;90;8050.0;2723.0;248.5
San Andrés Tetepilco;2;2;1;90;6300.0;2205.0;0.0
Narvarte;2;1;0;73;5950.0;1750.0;0.0
Santa Fe;3;2;1;84;5600.0;2625.0;0.0
Santa Fe;2;1;1;78;7700.0;3675.0;3500.0
Narvarte;2;1;1;85;6300.0;2968.0;374.5
Santa Fe;2;1;1;80;8750.0;4245.5;392.0
Narvarte;2;1;0;73;6300.0;2205.0;0.0
Roma;2;1;1;86;10150.0;3325.0;0.0
Roma Norte;2;1;0;71;3290.0;1925.0;49.0
San Ángel;2;0;0;80;9450.0;2229.5;455.0
Santa Fe;2;1;0;91;7000.0;3850.0;0.0
San Pedro de los Pinos;3;1;1;90;9975.0;4060.0;910.0
Santa Fe;2;1;1;72;5600.0;3342.5;6069.0
Roma Norte;3;0;0;98;7000.0;2100.0;105.0
Santa Fe;3;1;1;75;5950.0;2660.0;0.0
Santa Fe;2;1;1;80;9100.0;2625.0;2625.0
Narvarte;3;1;0;80;6650.0;2261.0;140.0
Del Valle;3;0;0;137;10150.0;2800.0;700.0
Atlalilco;3;1;1;100;5600.0;875.0;350.0
Del Valle;3;1;1;110;10325.0;4200.0;798.0
Peralvillo;3;1;0;79;4550.0;2450.0;315.0
San Miguel Chapultepec;3;0;1;115;7350.0;1575.0;315.0
Roma Norte;2;1;1;89;7350.0;1855.0;315.0
Santa Fe;2;1;1;100;9100.0;5425.0;0.0
Las Águilas;3;2;1;74;5250.0;2275.0;0.0
Narvarte;2;1;1;87;6300.0;3461.5;647.5
Santa Fe;2;2;0;78;8750.0;2450.0;525.0
Narvarte;3;0;0;105;7000.0;1792.0;455.0
Bosques de las Lomas;2;1;1;80;9800.0;2534.0;710.5
Nueva Santa María;2;1;1;80;3850.0;1680.0;245.0
Narvarte;2;1;0;80;7000.0;2275.0;434.0
Santa Fe;3;1;1;112;9096.5;5075.0;840.0
Narvarte;2;1;0;88;4200.0;2240.0;0.0
Roma Norte;2;1;0;81;2450.0;3097.5;311.5
Santa Fe;2;1;1;87;7000.0;3850.0;420.0
Santa Fe;3;2;0;105;10150.0;5250.0;927.5
Santa Fe;3;2;2;179;6965.0;6254.5;1564.5
